group	N	t1	t2	pr.g1	pr.g2	mean.corr1	mean.corr2	mean.diff
161	161	4	28.8254328912044	0.597747993476184	0	0.27	0.725597536770667	0.0742287473140684	0.651368789456599
409	409	3	13.6696705247796	0.445646371101999	0.01	0.37	0.724811991357887	0.0815295227395488	0.643282468618339
61	61	4	33.8885206807609	0.794743989109171	0	0.23	0.720379870125743	0.0787477062239667	0.641632163901777
64	64	4	23.483182346451	0.761583933650218	0	0.23	0.702445363821337	0.0623141031659019	0.640131260655435
298	298	3	18.1830114555413	0.909262451467828	0.01	0.27	0.71523548789765	0.0780926551143143	0.637142832783335
648	648	4	22.1081077990757	0.285921861447881	0	0.34	0.664211654840891	0.0278091347165284	0.636402520124362
288	288	4	32.1296338252527	0.542367509913234	0	0.27	0.735370495300147	0.102257626827759	0.633112868472388
461	461	4	27.4920509442898	0.323801464503622	0	0.32	0.660237239824677	0.0274181219393328	0.632819117885344
668	668	3	29.590881603812	0.0711038732235895	0	0.51	0.654201194958467	0.021866196572115	0.632334998386352
320	320	5	28.2971350044721	0.32519594677252	0	0.36	0.659128687497975	0.028672159077884	0.630456528420091
768	768	4	17.6830221147271	0.468649800996691	0	0.27	0.67031841638265	0.0407394382191198	0.62957897816353
10	10	4	17.8433329433731	0.658033308270613	0	0.26	0.699171202158176	0.0735925041640214	0.625578697994155
401	401	11	62.8686648391471	2.21106036922994	0	0.06	0.743153989250406	0.120751621541701	0.622402367708705
307	307	4	23.223041553726	0.298383508838015	0	0.33	0.664282751625773	0.0449152899808656	0.619367461644907
633	633	3	54.0014850948725	0.107061026810335	0	0.51	0.643445523498075	0.024129953049809	0.619315570448266
141	141	3	15.8020820606794	0.414301090615424	0.01	0.37	0.717773964909537	0.099241750820852	0.618532214088685
221	221	3	8.92554388230909	0.251668440381789	0.02	0.44	0.658551748317548	0.0425062668909654	0.616045481426582
224	224	3	27.7984758575386	0.698286935679516	0	0.29	0.689503611866523	0.0743108592357195	0.615192752630804
252	252	3	27.95045074756	1.17360376147751	0	0.22	0.701719382713686	0.0866421652302836	0.615077217483402
96	96	13	54.2963359693282	2.24666295453941	0	0.04	0.691864972596424	0.0796276947774395	0.612237277818984
774	774	3	16.3579158610414	0.394266472150917	0.01	0.38	0.647452716062676	0.0353775946191049	0.612075121443571
78	78	10	50.3760002440039	1.04089691401446	0	0.12	0.655952509040899	0.0495463365490775	0.606406172491821
720	720	3	10.8088937614351	0.536438047044961	0.02	0.35	0.673391327889687	0.0671764541165525	0.606214873773134
438	438	5	26.6307510301376	0.465455209981508	0	0.31	0.647598608754296	0.0428245914401069	0.604774017314189
211	211	5	23.7510294465822	0.880244108256439	0	0.24	0.66561204189967	0.061002529009583	0.604609512890087
533	533	4	18.5028076807122	0.288765224618412	0	0.34	0.636542941246506	0.0325026223734783	0.604040318873028
372	372	3	40.3841569949976	1.47244668918465	0	0.2	0.730031415581117	0.126515776707436	0.603515638873681
355	355	3	20.4490122891863	0.355256514406306	0	0.39	0.662336191729545	0.0613116738009355	0.60102451792861
199	199	3	13.2497707153225	0.258127454558268	0.01	0.42	0.652111017596338	0.0520978885691217	0.600013129027216
772	772	4	22.0634483352216	0.903738919091316	0	0.22	0.663532631386936	0.0658472481893128	0.597685383197623
445	445	3	33.1473011334588	0.388633307021738	0	0.38	0.650421513621798	0.0528138659343914	0.597607647687407
475	475	3	44.4923495152259	0.523632319771776	0	0.36	0.672455987737831	0.0748760013602903	0.59757998637754
382	382	3	20.9773276984638	0.991957233021462	0	0.24	0.743546313332565	0.149274591504755	0.59427172182781
333	333	4	25.5161067323384	0.826987427575632	0	0.23	0.698501933315273	0.104499085532741	0.594002847782533
121	121	11	54.7722945888716	1.83575342696207	0	0.09	0.679398762707974	0.0856090817501442	0.59378968095783
115	115	3	41.1447728149974	0.297628130362183	0	0.41	0.632797476867761	0.0406854907690675	0.592111986098694
374	374	3	18.5381525241122	0.250589238520561	0.01	0.44	0.648600950405626	0.060925475612532	0.587675474793094
659	659	5	23.0752064729048	0.744138000532315	0	0.26	0.656652872772571	0.0693491090533778	0.587303763719193
574	574	5	36.5442512827933	1.33515944574133	0	0.19	0.700874484081154	0.11435633638139	0.586518147699765
219	219	3	24.0574744401096	0.246223556499744	0	0.44	0.636836740207199	0.0555312764218619	0.581305463785337
379	379	3	24.7485248225104	1.15070057232761	0	0.22	0.718346414036236	0.13909427241289	0.579252141623346
218	218	4	49.0634006964591	0.731976863918232	0	0.26	0.64672753469964	0.07021156283513	0.57651597186451
383	383	8	34.7868600568469	2.21073751523132	0	0.07	0.717484703247061	0.141783755438436	0.575700947808625
273	273	4	20.6597206674063	0.54876707248961	0	0.27	0.669787538510465	0.0974133090787483	0.572374229431717
495	495	4	33.192432527559	0.843497376452971	0	0.23	0.709667695913147	0.137886120233105	0.571781575680042
326	326	4	24.8559535854088	0.948969158828116	0	0.19	0.716940604645676	0.14821699451099	0.568723610134686
70	70	3	27.9786937565295	0.640933468730994	0	0.34	0.710714968973311	0.142263313004704	0.568451655968607
615	615	4	25.4401617873365	1.58119578885246	0	0.13	0.739812752214848	0.171972665513574	0.567840086701274
339	339	6	29.8940277235539	0.97833831566596	0	0.17	0.677797456668981	0.113070934901608	0.564726521767373
162	162	3	27.2405234901517	0.550370323449724	0	0.35	0.665313557263082	0.105625961212491	0.55968759605059
31	31	6	28.3782857143862	1.36375273600786	0	0.08	0.669841852920414	0.110263712739951	0.559578140180463
103	103	3	32.4312481279804	1.15610785457796	0	0.22	0.633918397233928	0.0771277297812834	0.556790667452644
723	723	5	30.0560915008571	1.07319558081844	0	0.23	0.654042617850265	0.0976029433190901	0.556439674531175
414	414	3	18.0013062886303	0.449373156002846	0.01	0.37	0.640270493722165	0.0852705562794136	0.554999937442751
321	321	3	21.820335888396	2.90845879858731	0	0.04	0.704247114737121	0.150101882629321	0.5541452321078
799	799	3	66.7383710743731	0.742815670644644	0	0.28	0.670628549549363	0.117539811454474	0.553088738094889
780	780	3	10.7631962777146	0.431406270577696	0.02	0.37	0.685573667638691	0.133332310351659	0.552241357287032
498	498	4	17.5350445739747	0.497518621965218	0	0.27	0.641586312996699	0.0921967868545915	0.549389526142108
138	138	6	44.4039746082183	0.703409499864736	0	0.24	0.63242929938012	0.0835124645720828	0.548916834808037
71	71	3	21.2234365411351	1.2502033364627	0	0.21	0.629948651203063	0.08173244413669	0.548216207066373
4	4	16	61.5293773800888	4.07706174064088	0	0	0.69473254595649	0.146782815464209	0.547949730492281
743	743	3	10.1029574581243	0.839686630380771	0.02	0.28	0.672671665198841	0.126169227425324	0.546502437773516
92	92	3	25.3181953498403	0.455693772198577	0	0.37	0.658630826227238	0.114442662657911	0.544188163569327
408	408	5	27.2265598233852	1.51839558686557	0	0.16	0.716863927351461	0.176023615339547	0.540840312011913
521	521	5	24.4468458312578	1.00677042201577	0	0.24	0.639452211682836	0.100706622918534	0.538745588764301
270	270	10	44.0882890627597	3.09010913793015	0	0	0.68588126456514	0.153053247866389	0.532828016698751
593	593	4	17.226335793877	1.06175555305997	0	0.16	0.694216484549432	0.161817840143366	0.532398644406065
731	731	3	36.1043741065458	1.89815530418655	0	0.14	0.708551287974911	0.176956266037298	0.531595021937613
388	388	5	33.0582031526346	1.17237762567331	0	0.21	0.660729800016827	0.12928542590205	0.531444374114777
30	30	3	29.7408077844587	4.04745680755491	0	0.04	0.780609505952048	0.249742764398273	0.530866741553775
429	429	4	48.9438637548087	0.88049024976348	0	0.22	0.61673169144157	0.0904075204649908	0.526324170976579
29	29	6	40.3594216019952	1.44274612561895	0	0.07	0.670782444643467	0.145040487776501	0.525741956866966
131	131	8	42.890209120774	1.74494879350342	0	0.09	0.668891065162176	0.144298292550985	0.524592772611191
147	147	4	23.4410543170276	1.32748677694282	0	0.15	0.675709208824752	0.157330746200031	0.518378462624722
54	54	17	93.167163644193	5.25518759769955	0	0	0.666484889661647	0.149353444331442	0.517131445330205
137	137	3	27.3282585979755	1.23042250450874	0	0.21	0.716674089405776	0.200042381652832	0.516631707752944
265	265	3	38.7455915175648	1.51180644216648	0	0.19	0.727038186168235	0.213684027707674	0.513354158460561
661	661	3	12.2474139336231	1.24234085477938	0.01	0.21	0.673051811035686	0.160879624162727	0.512172186872959
500	500	3	15.15087036837	5.37303579471358	0.01	0.01	0.71840673133572	0.206999204675383	0.511407526660337
83	83	5	23.1797282268497	1.57217180660998	0	0.15	0.674535342388847	0.164073968648793	0.510461373740054
239	239	4	27.7545109523273	1.64342208994128	0	0.11	0.718474948510217	0.209471598988301	0.509003349521917
233	233	9	36.8900422451559	3.15360192410167	0	0.01	0.683030700030191	0.174547569961493	0.508483130068698
571	571	4	16.0392710938334	0.984658034658399	0	0.18	0.644102754009963	0.138116128665837	0.505986625344126
42	42	3	38.3764403463597	3.86869027542319	0	0.04	0.672533181047986	0.172160382166809	0.500372798881176
524	524	8	36.6797511790566	3.53416520181551	0	0.02	0.682457222552371	0.183837420700951	0.498619801851419
276	276	9	42.1768317124763	3.08634334481436	0	0.01	0.674090399075568	0.17701763210336	0.497072766972208
755	755	3	14.3613720427942	1.63176792022991	0.01	0.16	0.72765287523267	0.231393586859777	0.496259288372893
170	170	4	20.2452601185544	1.46480079098435	0	0.15	0.642515474715626	0.148397303982738	0.494118170732888
604	604	5	19.1499551714197	2.10343940259277	0	0.1	0.667222448469625	0.176693508525991	0.490528939943634
6	6	28	118.370542010393	8.28146867579601	0	0	0.662602508906869	0.175065929022101	0.487536579884767
484	484	7	46.2021015032134	2.30725289331136	0	0.07	0.647996624021881	0.166212178372994	0.481784445648887
419	419	3	13.8761862512766	0.81207210381983	0.01	0.28	0.661593456423842	0.180271135658286	0.481322320765555
9	9	6	28.8269495099737	3.07713655137893	0	0.02	0.684676204425028	0.205008627899835	0.479667576525194
543	543	3	12.1043422978214	0.864711451424527	0.01	0.28	0.6580792070649	0.180395878324482	0.477683328740418
501	501	3	21.8874193826532	0.837985875857396	0	0.28	0.677013423167625	0.200338059362065	0.476675363805559
305	305	8	38.9600052594715	3.13178038039349	0	0.03	0.67467793209725	0.198349180482363	0.476328751614887
234	234	10	65.5579126537223	5.14548682837824	0	0	0.716200692000399	0.243897501323582	0.472303190676817
125	125	11	54.4134953985357	4.9253623047937	0	0	0.657837272524054	0.186467987566591	0.471369284957462
428	428	6	35.2385347785274	2.26975065330474	0	0.03	0.656125216898226	0.185534832391863	0.470590384506362
751	751	3	26.9296613508969	3.17913825254104	0	0.04	0.725524835962878	0.257081521059185	0.468443314903693
12	12	6	30.7397970304036	2.11908416939563	0	0.04	0.707216849642975	0.239784632986133	0.467432216656842
529	529	3	23.6603452343933	1.71452893139832	0	0.16	0.722169585247633	0.255426450297693	0.466743134949939
557	557	3	7.79807017722964	3.96498733233289	0.02	0.04	0.643204490964088	0.177852839746639	0.465351651217448
117	117	20	83.2401941178417	6.37483178987197	0	0	0.642991292129697	0.177863996185508	0.465127295944189
531	531	3	26.1579971950538	3.31310836409657	0	0.04	0.691031661477586	0.227584503066304	0.463447158411282
114	114	14	75.0053688287129	6.22424646292254	0	0	0.673963308553708	0.211546874457173	0.462416434096535
694	694	3	13.3428056939885	1.02873652677307	0.01	0.23	0.646257564096028	0.185776297692385	0.460481266403643
51	51	3	20.5237021705011	2.39328158177142	0	0.07	0.639143069293997	0.178762362529287	0.46038070676471
656	656	3	18.5780386669396	1.91054412371835	0.01	0.14	0.766651263483563	0.306507385975316	0.460143877508247
582	582	3	10.6149819016211	0.972175854995654	0.02	0.24	0.669759900881144	0.210105711520473	0.459654189360672
610	610	5	16.8079670271912	3.02553519369555	0	0.05	0.669754139513489	0.211830797979169	0.457923341534321
462	462	3	22.5728914336469	4.16500442060899	0	0.03	0.729290173549506	0.271805894151828	0.457484279397678
366	366	4	48.1920359575825	1.38675013738212	0	0.15	0.714418366298936	0.257634630039675	0.456783736259261
343	343	3	11.3599834542384	1.06899182955971	0.02	0.22	0.68857339121771	0.232316252763674	0.456257138454035
203	203	6	31.1069117370734	2.87381732571895	0	0.02	0.661154770909458	0.205363643780542	0.455791127128915
567	567	4	18.3737910057848	0.99093937822425	0	0.18	0.652896641471676	0.197702945662415	0.455193695809261
75	75	4	19.5404849083698	1.59365941174954	0	0.13	0.663021765559133	0.210126099737739	0.452895665821394
430	430	5	32.6979734389035	2.58708266866478	0	0.05	0.706124256960562	0.253745789070147	0.452378467890415
229	229	4	23.5573604174405	1.64309386267559	0	0.11	0.676408813840455	0.225121807575925	0.45128700626453
88	88	4	22.7877026271833	1.7436773650825	0	0.08	0.675488699800707	0.224974931507019	0.450513768293688
620	620	3	21.7638662145691	1.06833806446066	0	0.22	0.68641893225927	0.235959920843141	0.450459011416129
259	259	6	28.2492635890467	2.67782207374905	0	0.02	0.664191074663132	0.215377809770162	0.44881326489297
126	126	3	22.5163419270406	1.26090148418332	0	0.21	0.735345822743814	0.29025281467752	0.445093008066294
514	514	3	22.4787058833733	1.60110009336218	0	0.16	0.759460823017769	0.318599135386765	0.440861687631004
580	580	6	32.9062288063735	2.98829902862082	0	0.02	0.69468815040887	0.254776138784061	0.439912011624809
714	714	4	21.9518150652223	2.17638620464853	0	0.03	0.723302108869907	0.283435015513139	0.439867093356767
293	293	3	17.6712248296207	1.2724407483011	0.01	0.21	0.632593237544969	0.193076172228998	0.43951706531597
128	128	12	53.9465912245351	5.54049876083378	0	0	0.734959174031644	0.296466417393664	0.43849275663798
306	306	10	47.4875950334889	4.55975471987514	0	0	0.67812454771941	0.24330654730199	0.43481800041742
719	719	7	34.0559074336879	4.18321006058204	0	0.01	0.673354156501139	0.241532248885146	0.431821907615994
16	16	5	51.5893266335726	2.78381151040723	0	0.05	0.692633150761677	0.262142397907197	0.43049075285448
342	342	3	34.3284206263359	1.64306828777103	0	0.16	0.721614354457273	0.292066706565681	0.429547647891591
182	182	3	53.1410095291816	1.8594651348734	0	0.15	0.65806126257342	0.230592628593713	0.427468633979707
255	255	4	18.7441195740146	3.26014218340326	0	0.02	0.675488040982811	0.25185990486693	0.423628136115881
499	499	4	21.9739312441692	2.00705778170225	0	0.04	0.712302013546151	0.289940054761891	0.422361958784261
49	49	7	24.8961364209631	2.6377051600235	0	0.05	0.654014846855452	0.23652254598874	0.417492300866712
360	360	3	23.2687518817396	1.24913508189476	0	0.21	0.723482365661589	0.306588484559639	0.41689388110195
18	18	9	42.3700763804521	4.87231184503108	0	0	0.662570463480185	0.250369487029665	0.41220097645052
551	551	3	13.4566485500156	1.47212795736415	0.01	0.2	0.6793817081703	0.267191290805094	0.412190417365206
434	434	3	47.2557597767012	2.16028791369968	0	0.09	0.650690308847941	0.239663421150887	0.411026887697054
686	686	3	20.3737841528926	1.0797975116021	0	0.22	0.632571901212834	0.229730953047298	0.402840948165536
536	536	4	17.073747417642	3.67204719701454	0	0.02	0.743172240257371	0.341756381076202	0.401415859181169
133	133	4	13.2523041640557	3.72181874001847	0	0.02	0.654540676783742	0.254594151752742	0.399946525031
523	523	3	10.9038529093081	1.66537760077988	0.02	0.16	0.660669784801297	0.263190182862287	0.39747960193901
370	370	15	63.3520127120253	8.64520728548742	0	0	0.655442470842762	0.258887231962923	0.396555238879839
325	325	5	30.369254525872	4.15334597762704	0	0.01	0.689687151881991	0.29476346509321	0.394923686788781
862	862	4	28.4454722369639	2.57630267430759	0	0.03	0.689181430902517	0.296763987716369	0.392417443186147
46	46	10	47.0547224377521	5.45747782413262	0	0	0.664291544772706	0.272937861248733	0.391353683523973
179	179	3	22.9370109994587	2.1329111871209	0	0.09	0.742161097265528	0.352656648139584	0.389504449125944
278	278	3	14.7570792589828	1.74306387662361	0.01	0.16	0.661510427005711	0.275642501695085	0.385867925310626
134	134	4	40.3038960503869	2.98240023661648	0	0.02	0.686450346041299	0.302880503863642	0.383569842177657
66	66	6	33.2926652544907	4.52278904780487	0	0.01	0.704659627244856	0.323491784680108	0.381167842564748
504	504	3	16.2861534425248	2.57576371769813	0.01	0.06	0.709968833594095	0.32910393213255	0.380864901461545
242	242	4	19.3705922785066	2.00776711807669	0	0.04	0.653382011078484	0.276372210440488	0.377009800637996
332	332	5	39.2675267607581	4.4145156165008	0	0.01	0.716306191818463	0.340787066939379	0.375519124879084
411	411	3	10.6492499022709	1.95869810591973	0.02	0.13	0.766553509096837	0.394268172618544	0.372285336478294
572	572	6	32.2843442671406	2.48865934203094	0	0.02	0.661447506685987	0.293952857487079	0.367494649198909
158	158	4	24.3540984370269	2.56006742535156	0	0.03	0.658436334751062	0.291605208715053	0.366831126036009
304	304	3	11.9822422503505	2.23164189517725	0.01	0.07	0.64892942588509	0.288154356016315	0.360775069868775
231	231	5	24.2021869554546	2.9199543157348	0	0.05	0.700427742902189	0.343655450927267	0.356772291974921
637	637	3	19.3038276604047	2.71689739266823	0.01	0.06	0.638362619635489	0.282466303144127	0.355896316491362
99	99	63	286.655415353308	41.9640346884558	0	0	0.660648935574945	0.309606870904244	0.351042064670701
106	106	6	30.389599804118	5.50911259939406	0	0	0.647892624554649	0.297353874395704	0.350538750158945
425	425	3	41.6715283651542	3.72684125365383	0	0.04	0.75552486880392	0.407576510001756	0.347948358802164
385	385	3	19.9077316595911	9.19981718553815	0.01	0	0.681098882733882	0.33316498654426	0.347933896189623
262	262	3	34.4886959262498	2.06219219279135	0	0.1	0.701030163931075	0.353865169705079	0.347164994225996
611	611	5	24.1011092755095	3.77182394977423	0	0.04	0.69309036160629	0.347456856589832	0.345633505016458
754	754	7	49.2359310792197	4.06487918376438	0	0.01	0.702462961525351	0.362578505142394	0.339884456382957
86	86	5	31.290890631869	5.25034611051848	0	0	0.683767517906564	0.347933228815565	0.335834289090999
649	649	3	15.5341208806692	1.8756793118694	0.01	0.14	0.641620366785338	0.311015584566852	0.330604782218486
381	381	3	23.6444013422639	9.80081553750787	0	0	0.643333609786001	0.324636651253454	0.318696958532548
100	100	3	15.6982268752649	3.25008111772704	0.01	0.04	0.678000637188116	0.363323720268223	0.314676916919892
50	50	7	34.3824617551424	5.12241654767845	0	0	0.66329969658138	0.34897545904394	0.31432423753744
17	17	22	96.8640431429717	17.6175185016819	0	0	0.64667387303147	0.333892909908107	0.312780963123363
841	841	4	11.8311944177657	2.17311464160673	0	0.04	0.791270969017686	0.48217455504752	0.309096413970167
405	405	5	20.060021036421	2.52913740878981	0	0.07	0.689849809134375	0.383349235695548	0.306500573438827
1020	1020	3	70.9917727156626	6.37069333344503	0	0	0.834333701031864	0.533104028357801	0.301229672674062
58	58	5	34.7837547258392	3.99030223976692	0	0.03	0.68889315613114	0.389130401164103	0.299762754967036
292	292	5	44.1591040620923	4.03708655924647	0	0.02	0.691423763655836	0.394716441892269	0.296707321763567
705	705	3	480.232298030953	3.77033915396864	0	0.04	0.609019665769405	0.312414359647374	0.296605306122031
277	277	12	53.250275768416	11.1011641501303	0	0	0.68547688063447	0.391903882470158	0.293572998164313
586	586	3	19.4291235079242	2.23247415417136	0.01	0.07	0.696458856154711	0.403147829752024	0.293311026402687
644	644	3	23.6548348904893	4.51441763862717	0	0.01	0.671922015314742	0.380233511935149	0.291688503379593
916	916	3	22.6260670854242	1.31273007777994	0	0.21	0.627858831314747	0.339298468413012	0.288560362901735
55	55	9	46.8443136943208	7.38176680363485	0	0	0.648759123358806	0.365651654549226	0.28310746880958
110	110	9	39.7058118751795	8.72575379974756	0	0	0.641928572149515	0.35888951521767	0.283039056931845
356	356	5	30.6192757420398	4.87680234655934	0	0.01	0.699780481858761	0.419117783915983	0.280662697942778
217	217	4	21.9337580589465	2.85280453039615	0	0.03	0.68292882316224	0.408686926796938	0.274241896365302
451	451	4	21.8428106295585	3.74568083684587	0	0.02	0.702001011915188	0.430448860806716	0.271552151108472
241	241	5	29.2148948804877	8.95212204322448	0	0	0.701798815081411	0.434669831264904	0.267128983816507
295	295	3	15.5354937723598	14.060949271894	0.01	0	0.646403637814596	0.380511072072696	0.265892565741901
721	721	3	16.6530674354885	2.32675445001586	0.01	0.07	0.660353527898864	0.395373035491718	0.264980492407146
95	95	3	22.1040980316346	3.12330392534809	0	0.04	0.696183942906558	0.432219158379077	0.263964784527481
97	97	3	11.2491381222484	3.27531450422939	0.02	0.04	0.691153886912286	0.436741589013472	0.254412297898814
129	129	3	21.3327677910184	2.76062437063581	0	0.06	0.699959246129453	0.446330069908365	0.253629176221088
367	367	6	28.7500593151176	7.32323783594361	0	0	0.65971855492178	0.416617007697867	0.243101547223913
410	410	3	8.98197470477158	1.85699554179221	0.02	0.15	0.661341316827467	0.418829766505644	0.242511550321823
116	116	4	17.1110249063958	6.94284459888833	0	0	0.685306613914077	0.452520276841174	0.232786337072902
257	257	3	17.7270839223465	4.45226972881102	0.01	0.02	0.672343459016068	0.454536061630908	0.21780739738516
700	700	3	77.2140245819193	2.84736219219447	0	0.05	0.715268621292872	0.50963172423437	0.205636897058502
228	228	5	17.8648687672586	4.12213998000428	0	0.01	0.665054720161517	0.461951363698755	0.203103356462762
102	102	7	43.1744576314138	10.908326668834	0	0	0.682471352340563	0.481730809044407	0.200740543296156
974	974	3	11.0584360315013	3.01425134848225	0.02	0.04	0.680931496355973	0.480562293184996	0.200369203170977
153	153	7	31.7197516731397	10.4308463502949	0	0	0.664338292395999	0.521721927277829	0.142616365118169
420	420	6	30.895429329048	5.77152779424913	0	0	0.658743646573963	0.523745728288469	0.134997918285493
215	215	4	19.0694522003971	10.3002003397029	0	0	0.721395918381779	0.589677097262065	0.131718821119714
